"","GENEID","SYMBOL","TXID"
"1","ENSG00000123560","PLP1","ENST00000434483"
"2","ENSG00000123560","PLP1","ENST00000494475"
"3","ENSG00000123560","PLP1","ENST00000455268"
"4","ENSG00000123560","PLP1","ENST00000422393"
"5","ENSG00000123560","PLP1","ENST00000433491"
"6","ENSG00000123560","PLP1","ENST00000443502"
"7","ENSG00000123560","PLP1","ENST00000621218"
"8","ENSG00000123560","PLP1","ENST00000619236"
"9","ENSG00000123560","PLP1","ENST00000464776"
"10","ENSG00000123560","PLP1","ENST00000619257"
"11","ENSG00000123560","PLP1","ENST00000465975"
"12","ENSG00000123560","PLP1","ENST00000480325"
"13","ENSG00000123560","PLP1","ENST00000485931"
"14","ENSG00000123560","PLP1","ENST00000495678"
"15","ENSG00000123560","PLP1","ENST00000479569"
"16","ENSG00000123560","PLP1","ENST00000485688"
"17","ENSG00000123560","PLP1","ENST00000478642"
"18","ENSG00000123560","PLP1","ENST00000476160"
"19","ENSG00000123560","PLP1","ENST00000461231"
"20","ENSG00000123560","PLP1","ENST00000466486"
"21","ENSG00000123560","PLP1","ENST00000494119"
"22","ENSG00000123560","PLP1","ENST00000496836"
"23","ENSG00000123560","PLP1","ENST00000612423"
"24","ENSG00000091513","TF","ENST00000402696"
"25","ENSG00000091513","TF","ENST00000466911"
"26","ENSG00000091513","TF","ENST00000474287"
"27","ENSG00000091513","TF","ENST00000460531"
"28","ENSG00000091513","TF","ENST00000414694"
"29","ENSG00000091513","TF","ENST00000494430"
"30","ENSG00000091513","TF","ENST00000493011"
"31","ENSG00000091513","TF","ENST00000482271"
"32","ENSG00000091513","TF","ENST00000485977"
"33","ENSG00000091513","TF","ENST00000475382"
"34","ENSG00000091513","TF","ENST00000498622"
"35","ENSG00000091513","TF","ENST00000461695"
"36","ENSG00000091513","TF","ENST00000462495"
"37","ENSG00000091513","TF","ENST00000467842"
"38","ENSG00000174607","UGT8","ENST00000310836"
"39","ENSG00000174607","UGT8","ENST00000507710"
"40","ENSG00000174607","UGT8","ENST00000394511"
"41","ENSG00000136541","ERMN","ENST00000410096"
"42","ENSG00000136541","ERMN","ENST00000397283"
"43","ENSG00000136541","ERMN","ENST00000409395"
"44","ENSG00000136541","ERMN","ENST00000420719"
"45","ENSG00000136541","ERMN","ENST00000420317"
"46","ENSG00000136541","ERMN","ENST00000411762"
"47","ENSG00000136541","ERMN","ENST00000409216"
"48","ENSG00000136541","ERMN","ENST00000409925"
"49","ENSG00000136541","ERMN","ENST00000419116"
"50","ENSG00000168314","MOBP","ENST00000451925"
"51","ENSG00000168314","MOBP","ENST00000428261"
"52","ENSG00000168314","MOBP","ENST00000420739"
"53","ENSG00000168314","MOBP","ENST00000415443"
"54","ENSG00000168314","MOBP","ENST00000447324"
"55","ENSG00000168314","MOBP","ENST00000383754"
"56","ENSG00000168314","MOBP","ENST00000436143"
"57","ENSG00000168314","MOBP","ENST00000441980"
"58","ENSG00000168314","MOBP","ENST00000311042"
"59","ENSG00000168314","MOBP","ENST00000452959"
"60","ENSG00000168314","MOBP","ENST00000424090"
"61","ENSG00000168314","MOBP","ENST00000442631"
"62","ENSG00000168314","MOBP","ENST00000479860"
"63","ENSG00000013297","CLDN11","ENST00000064724"
"64","ENSG00000013297","CLDN11","ENST00000486975"
"65","ENSG00000013297","CLDN11","ENST00000486429"
"66","ENSG00000013297","CLDN11","ENST00000489485"
"67","ENSG00000013297","CLDN11","ENST00000468358"
"68","ENSG00000013297","CLDN11","ENST00000471373"
"69","ENSG00000013297","CLDN11","ENST00000477531"
"70","ENSG00000013297","CLDN11","ENST00000488989"
"71","ENSG00000013297","CLDN11","ENST00000480067"
"72","ENSG00000150656","CNDP1","ENST00000358821"
"73","ENSG00000150656","CNDP1","ENST00000585136"
"74","ENSG00000150656","CNDP1","ENST00000582365"
"75","ENSG00000150656","CNDP1","ENST00000584316"
"76","ENSG00000150656","CNDP1","ENST00000584004"
"77","ENSG00000150656","CNDP1","ENST00000578498"
"78","ENSG00000150656","CNDP1","ENST00000582461"
"79","ENSG00000197430","OPALIN","ENST00000371172"
"80","ENSG00000197430","OPALIN","ENST00000611913"
"81","ENSG00000197430","OPALIN","ENST00000393871"
"82","ENSG00000197430","OPALIN","ENST00000536387"
"83","ENSG00000197430","OPALIN","ENST00000419479"
"84","ENSG00000197430","OPALIN","ENST00000393870"
"85","ENSG00000086205","FOLH1","ENST00000458311"
"86","ENSG00000086205","FOLH1","ENST00000256999"
"87","ENSG00000086205","FOLH1","ENST00000356696"
"88","ENSG00000086205","FOLH1","ENST00000525826"
"89","ENSG00000086205","FOLH1","ENST00000340334"
"90","ENSG00000086205","FOLH1","ENST00000533034"
"91","ENSG00000086205","FOLH1","ENST00000532018"
"92","ENSG00000086205","FOLH1","ENST00000525629"
"93","ENSG00000086205","FOLH1","ENST00000526226"
"94","ENSG00000086205","FOLH1","ENST00000529646"
"95","ENSG00000086205","FOLH1","ENST00000533510"
"96","ENSG00000086205","FOLH1","ENST00000529117"
"97","ENSG00000086205","FOLH1","ENST00000529648"
"98","ENSG00000086205","FOLH1","ENST00000343844"
"99","ENSG00000136960","ENPP2","ENST00000259486"
"100","ENSG00000136960","ENPP2","ENST00000427067"
"101","ENSG00000136960","ENPP2","ENST00000523861"
"102","ENSG00000136960","ENPP2","ENST00000522167"
"103","ENSG00000136960","ENPP2","ENST00000522826"
"104","ENSG00000136960","ENPP2","ENST00000075322"
"105","ENSG00000136960","ENPP2","ENST00000518109"
"106","ENSG00000136960","ENPP2","ENST00000520066"
"107","ENSG00000136960","ENPP2","ENST00000518958"
"108","ENSG00000184144","CNTN2","ENST00000636809"
"109","ENSG00000184144","CNTN2","ENST00000331830"
"110","ENSG00000184144","CNTN2","ENST00000532366"
"111","ENSG00000184144","CNTN2","ENST00000530117"
"112","ENSG00000184144","CNTN2","ENST00000481872"
"113","ENSG00000184144","CNTN2","ENST00000527340"
"114","ENSG00000184144","CNTN2","ENST00000530594"
"115","ENSG00000184144","CNTN2","ENST00000636641"
"116","ENSG00000184144","CNTN2","ENST00000638050"
"117","ENSG00000184144","CNTN2","ENST00000525433"
"118","ENSG00000184144","CNTN2","ENST00000636312"
"119","ENSG00000071991","CDH19","ENST00000262150"
"120","ENSG00000071991","CDH19","ENST00000579658"
"121","ENSG00000071991","CDH19","ENST00000540086"
"122","ENSG00000071991","CDH19","ENST00000454642"
"123","ENSG00000071991","CDH19","ENST00000580157"
"124","ENSG00000169247","SH3TC2","ENST00000504690"
"125","ENSG00000169247","SH3TC2","ENST00000510350"
"126","ENSG00000169247","SH3TC2","ENST00000323829"
"127","ENSG00000169247","SH3TC2","ENST00000515229"
"128","ENSG00000169247","SH3TC2","ENST00000504517"
"129","ENSG00000169247","SH3TC2","ENST00000502274"
"130","ENSG00000169247","SH3TC2","ENST00000510779"
"131","ENSG00000169247","SH3TC2","ENST00000515425"
"132","ENSG00000169247","SH3TC2","ENST00000512049"
"133","ENSG00000169247","SH3TC2","ENST00000513604"
"134","ENSG00000169247","SH3TC2","ENST00000511307"
"135","ENSG00000169247","SH3TC2","ENST00000513340"
"136","ENSG00000169247","SH3TC2","ENST00000503071"
"137","ENSG00000169247","SH3TC2","ENST00000511949"
"138","ENSG00000169247","SH3TC2","ENST00000504091"
"139","LRG_269","SH3TC2","LRG_269t1"
"140","ENSG00000151552","QDPR","ENST00000513615"
"141","ENSG00000151552","QDPR","ENST00000507439"
"142","ENSG00000151552","QDPR","ENST00000281243"
"143","ENSG00000151552","QDPR","ENST00000428702"
"144","ENSG00000151552","QDPR","ENST00000501943"
"145","ENSG00000151552","QDPR","ENST00000508623"
"146","ENSG00000151552","QDPR","ENST00000514300"
"147","ENSG00000151552","QDPR","ENST00000505710"
"148","ENSG00000151552","QDPR","ENST00000511609"
"149","ENSG00000173786","CNP","ENST00000393892"
"150","ENSG00000173786","CNP","ENST00000472031"
"151","ENSG00000173786","CNP","ENST00000591945"
"152","ENSG00000173786","CNP","ENST00000592446"
"153","ENSG00000173786","CNP","ENST00000587679"
"154","ENSG00000173786","CNP","ENST00000393888"
"155","ENSG00000173786","CNP","ENST00000441615"
"156","ENSG00000173786","CNP","ENST00000589772"
"157","ENSG00000173786","CNP","ENST00000585452"
"158","ENSG00000173786","CNP","ENST00000592861"
"159","ENSG00000173786","CNP","ENST00000592105"
"160","ENSG00000173786","CNP","ENST00000486438"
"161","ENSG00000011426","ANLN","ENST00000265748"
"162","ENSG00000011426","ANLN","ENST00000396068"
"163","ENSG00000011426","ANLN","ENST00000424865"
"164","ENSG00000011426","ANLN","ENST00000418118"
"165","ENSG00000011426","ANLN","ENST00000460598"
"166","ENSG00000011426","ANLN","ENST00000429082"
"167","ENSG00000011426","ANLN","ENST00000441696"
"168","ENSG00000011426","ANLN","ENST00000452877"
"169","ENSG00000011426","ANLN","ENST00000495714"
"170","ENSG00000011426","ANLN","ENST00000428612"
"171","ENSG00000011426","ANLN","ENST00000446635"
"172","ENSG00000011426","ANLN","ENST00000457743"
"173","ENSG00000011426","ANLN","ENST00000491782"
"174","ENSG00000147488","ST18","ENST00000276480"
"175","ENSG00000147488","ST18","ENST00000521824"
"176","ENSG00000147488","ST18","ENST00000522251"
"177","ENSG00000147488","ST18","ENST00000521582"
"178","ENSG00000147488","ST18","ENST00000518053"
"179","ENSG00000147488","ST18","ENST00000522861"
"180","ENSG00000147488","ST18","ENST00000518501"
"181","ENSG00000147488","ST18","ENST00000517580"
"182","ENSG00000147488","ST18","ENST00000520257"
"183","ENSG00000147488","ST18","ENST00000521549"
"184","ENSG00000147488","ST18","ENST00000518037"
"185","ENSG00000147488","ST18","ENST00000517456"
"186","ENSG00000147488","ST18","ENST00000519118"
"187","ENSG00000147488","ST18","ENST00000518545"
"188","ENSG00000147488","ST18","ENST00000521119"
"189","ENSG00000147488","ST18","ENST00000518453"
"190","ENSG00000147488","ST18","ENST00000520279"
"191","ENSG00000147488","ST18","ENST00000519201"
"192","ENSG00000147488","ST18","ENST00000524183"
"193","ENSG00000147488","ST18","ENST00000522102"
"194","ENSG00000147488","ST18","ENST00000520811"
"195","ENSG00000147488","ST18","ENST00000524078"
"196","ENSG00000147488","ST18","ENST00000520716"
"197","ENSG00000147488","ST18","ENST00000523652"
"198","ENSG00000164124","TMEM144","ENST00000505049"
"199","ENSG00000164124","TMEM144","ENST00000505189"
"200","ENSG00000164124","TMEM144","ENST00000511038"
"201","ENSG00000164124","TMEM144","ENST00000508243"
"202","ENSG00000164124","TMEM144","ENST00000296529"
"203","ENSG00000164124","TMEM144","ENST00000512481"
"204","ENSG00000164124","TMEM144","ENST00000504569"
"205","ENSG00000164124","TMEM144","ENST00000509278"
"206","ENSG00000164124","TMEM144","ENST00000514558"
"207","ENSG00000164124","TMEM144","ENST00000513744"
"208","ENSG00000164124","TMEM144","ENST00000514346"
"209","ENSG00000164124","TMEM144","ENST00000503200"
"210","ENSG00000164124","TMEM144","ENST00000511532"
"211","ENSG00000164124","TMEM144","ENST00000502698"
"212","ENSG00000164124","TMEM144","ENST00000514971"
"213","ENSG00000164124","TMEM144","ENST00000503404"
"214","ENSG00000164124","TMEM144","ENST00000512272"
"215","ENSG00000084453","SLCO1A2","ENST00000430803"
"216","ENSG00000084453","SLCO1A2","ENST00000450590"
"217","ENSG00000084453","SLCO1A2","ENST00000435179"
"218","ENSG00000084453","SLCO1A2","ENST00000445053"
"219","ENSG00000084453","SLCO1A2","ENST00000421287"
"220","ENSG00000084453","SLCO1A2","ENST00000416627"
"221","ENSG00000084453","SLCO1A2","ENST00000473830"
"222","ENSG00000084453","SLCO1A2","ENST00000421294"
"223","ENSG00000084453","SLCO1A2","ENST00000422327"
"224","ENSG00000084453","SLCO1A2","ENST00000453443"
"225","ENSG00000084453","SLCO1A2","ENST00000413682"
"226","ENSG00000084453","SLCO1A2","ENST00000480394"
"227","ENSG00000084453","SLCO1A2","ENST00000463718"
"228","ENSG00000084453","SLCO1A2","ENST00000307378"
"229","ENSG00000084453","SLCO1A2","ENST00000544020"
"230","ENSG00000084453","SLCO1A2","ENST00000458504"
"231","ENSG00000084453","SLCO1A2","ENST00000544290"
"232","ENSG00000124374","PAIP2B","ENST00000244221"
"233","ENSG00000064787","BCAS1","ENST00000448484"
"234","ENSG00000064787","BCAS1","ENST00000371435"
"235","ENSG00000064787","BCAS1","ENST00000395961"
"236","ENSG00000064787","BCAS1","ENST00000422805"
"237","ENSG00000167755","KLK6","ENST00000376851"
"238","ENSG00000167755","KLK6","ENST00000310157"
"239","ENSG00000167755","KLK6","ENST00000597379"
"240","ENSG00000167755","KLK6","ENST00000594641"
"241","ENSG00000167755","KLK6","ENST00000599881"
"242","ENSG00000167755","KLK6","ENST00000599690"
"243","ENSG00000167755","KLK6","ENST00000391808"
"244","ENSG00000167755","KLK6","ENST00000376853"
"245","ENSG00000164161","HHIP","ENST00000296575"
"246","ENSG00000164161","HHIP","ENST00000434550"
"247","ENSG00000164161","HHIP","ENST00000505891"
"248","ENSG00000164161","HHIP","ENST00000511314"
"249","ENSG00000164161","HHIP","ENST00000515080"
"250","ENSG00000164161","HHIP","ENST00000509630"
"251","ENSG00000164161","HHIP","ENST00000512791"
"252","ENSG00000164161","HHIP","ENST00000503090"
"253","ENSG00000197971","MBP","ENST00000382582"
"254","ENSG00000197971","MBP","ENST00000490319"
"255","ENSG00000197971","MBP","ENST00000585201"
"256","ENSG00000197971","MBP","ENST00000397875"
"257","ENSG00000197971","MBP","ENST00000397866"
"258","ENSG00000197971","MBP","ENST00000397865"
"259","ENSG00000197971","MBP","ENST00000527041"
"260","ENSG00000197971","MBP","ENST00000359645"
"261","ENSG00000197971","MBP","ENST00000528160"
"262","ENSG00000197971","MBP","ENST00000577755"
"263","ENSG00000197971","MBP","ENST00000527975"
"264","ENSG00000197971","MBP","ENST00000578715"
"265","ENSG00000197971","MBP","ENST00000397869"
"266","ENSG00000197971","MBP","ENST00000354542"
"267","ENSG00000197971","MBP","ENST00000531144"
"268","ENSG00000197971","MBP","ENST00000583474"
"269","ENSG00000197971","MBP","ENST00000533278"
"270","ENSG00000197971","MBP","ENST00000526111"
"271","ENSG00000197971","MBP","ENST00000580402"
"272","ENSG00000197971","MBP","ENST00000579129"
"273","ENSG00000197971","MBP","ENST00000578193"
"274","ENSG00000197971","MBP","ENST00000397868"
"275","ENSG00000197971","MBP","ENST00000447114"
"276","ENSG00000197971","MBP","ENST00000581179"
"277","ENSG00000197971","MBP","ENST00000580473"
"278","ENSG00000197971","MBP","ENST00000582282"
"279","ENSG00000197971","MBP","ENST00000473302"
"280","ENSG00000197971","MBP","ENST00000483025"
"281","ENSG00000197971","MBP","ENST00000493623"
"282","ENSG00000197971","MBP","ENST00000585216"
"283","ENSG00000197971","MBP","ENST00000484548"
"284","ENSG00000197971","MBP","ENST00000583118"
"285","ENSG00000197971","MBP","ENST00000578873"
"286","ENSG00000197971","MBP","ENST00000467108"
"287","ENSG00000197971","MBP","ENST00000459948"
"288","ENSG00000197971","MBP","ENST00000482445"
"289","ENSG00000197971","MBP","ENST00000498683"
"290","ENSG00000197971","MBP","ENST00000583266"
"291","ENSG00000197971","MBP","ENST00000397863"
"292","ENSG00000197971","MBP","ENST00000397860"
"293","ENSG00000197971","MBP","ENST00000581878"
"294","ENSG00000197971","MBP","ENST00000487778"
"295","ENSG00000197971","MBP","ENST00000490754"
"296","ENSG00000197971","MBP","ENST00000495162"
"297","ENSG00000197971","MBP","ENST00000497479"
"298","ENSG00000197971","MBP","ENST00000493247"
"299","ENSG00000197971","MBP","ENST00000583798"
"300","ENSG00000197971","MBP","ENST00000355994"
"301","ENSG00000105695","MAG","ENST00000600291"
"302","ENSG00000105695","MAG","ENST00000392213"
"303","ENSG00000105695","MAG","ENST00000361922"
"304","ENSG00000105695","MAG","ENST00000595791"
"305","ENSG00000105695","MAG","ENST00000597035"
"306","ENSG00000105695","MAG","ENST00000537831"
"307","ENSG00000105695","MAG","ENST00000593348"
"308","ENSG00000105695","MAG","ENST00000597162"
"309","ENSG00000183230","CTNNA3","ENST00000433211"
"310","ENSG00000183230","CTNNA3","ENST00000373735"
"311","ENSG00000183230","CTNNA3","ENST00000494580"
"312","ENSG00000183230","CTNNA3","ENST00000330298"
"313","ENSG00000183230","CTNNA3","ENST00000545309"
"314","ENSG00000137345","MOG","ENST00000400691"
"315","ENSG00000137345","MOG","ENST00000383631"
"316","ENSG00000137345","MOG","ENST00000359539"
"317","ENSG00000137345","MOG","ENST00000400687"
"318","ENSG00000137345","MOG","ENST00000400688"
"319","ENSG00000137345","MOG","ENST00000383630"
"320","ENSG00000137345","MOG","ENST00000259891"
"321","ENSG00000137345","MOG","ENST00000415631"
"322","ENSG00000137345","MOG","ENST00000442444"
"323","ENSG00000137345","MOG","ENST00000461235"
"324","ENSG00000137345","MOG","ENST00000484234"
"325","ENSG00000137345","MOG","ENST00000492471"
"326","ENSG00000137345","MOG","ENST00000465504"
"327","ENSG00000137345","MOG","ENST00000547083"
"328","ENSG00000204655","MOG","ENST00000376917"
"329","ENSG00000204655","MOG","ENST00000376903"
"330","ENSG00000204655","MOG","ENST00000376888"
"331","ENSG00000204655","MOG","ENST00000376894"
"332","ENSG00000204655","MOG","ENST00000469353"
"333","ENSG00000204655","MOG","ENST00000396704"
"334","ENSG00000204655","MOG","ENST00000483013"
"335","ENSG00000204655","MOG","ENST00000490427"
"336","ENSG00000204655","MOG","ENST00000416766"
"337","ENSG00000204655","MOG","ENST00000376891"
"338","ENSG00000204655","MOG","ENST00000376898"
"339","ENSG00000204655","MOG","ENST00000396701"
"340","ENSG00000204655","MOG","ENST00000494692"
"341","ENSG00000204655","MOG","ENST00000431798"
"342","ENSG00000204655","MOG","ENST00000476244"
"343","ENSG00000204655","MOG","ENST00000469603"
"344","ENSG00000204655","MOG","ENST00000485211"
"345","ENSG00000204655","MOG","ENST00000376889"
"346","ENSG00000204655","MOG","ENST00000485885"
"347","ENSG00000230885","MOG","ENST00000427289"
"348","ENSG00000230885","MOG","ENST00000482220"
"349","ENSG00000230885","MOG","ENST00000423895"
"350","ENSG00000230885","MOG","ENST00000472743"
"351","ENSG00000230885","MOG","ENST00000426782"
"352","ENSG00000230885","MOG","ENST00000421125"
"353","ENSG00000230885","MOG","ENST00000440561"
"354","ENSG00000230885","MOG","ENST00000457626"
"355","ENSG00000230885","MOG","ENST00000444674"
"356","ENSG00000230885","MOG","ENST00000458179"
"357","ENSG00000230885","MOG","ENST00000440073"
"358","ENSG00000230885","MOG","ENST00000493966"
"359","ENSG00000230885","MOG","ENST00000478704"
"360","ENSG00000230885","MOG","ENST00000551993"
"361","ENSG00000232641","MOG","ENST00000411455"
"362","ENSG00000232641","MOG","ENST00000434870"
"363","ENSG00000232641","MOG","ENST00000450634"
"364","ENSG00000232641","MOG","ENST00000431084"
"365","ENSG00000232641","MOG","ENST00000453271"
"366","ENSG00000232641","MOG","ENST00000459677"
"367","ENSG00000232641","MOG","ENST00000452744"
"368","ENSG00000232641","MOG","ENST00000400668"
"369","ENSG00000232641","MOG","ENST00000429153"
"370","ENSG00000232641","MOG","ENST00000495495"
"371","ENSG00000232641","MOG","ENST00000497130"
"372","ENSG00000232641","MOG","ENST00000425569"
"373","ENSG00000232641","MOG","ENST00000495080"
"374","ENSG00000234096","MOG","ENST00000430351"
"375","ENSG00000234096","MOG","ENST00000428719"
"376","ENSG00000234096","MOG","ENST00000418693"
"377","ENSG00000234096","MOG","ENST00000450851"
"378","ENSG00000234096","MOG","ENST00000420045"
"379","ENSG00000234096","MOG","ENST00000439634"
"380","ENSG00000234096","MOG","ENST00000417019"
"381","ENSG00000234096","MOG","ENST00000415546"
"382","ENSG00000234096","MOG","ENST00000449096"
"383","ENSG00000234096","MOG","ENST00000494200"
"384","ENSG00000234096","MOG","ENST00000477504"
"385","ENSG00000234096","MOG","ENST00000476989"
"386","ENSG00000234096","MOG","ENST00000477366"
"387","ENSG00000234096","MOG","ENST00000548017"
"388","ENSG00000234623","MOG","ENST00000432271"
"389","ENSG00000234623","MOG","ENST00000462016"
"390","ENSG00000234623","MOG","ENST00000425145"
"391","ENSG00000234623","MOG","ENST00000489187"
"392","ENSG00000234623","MOG","ENST00000452233"
"393","ENSG00000234623","MOG","ENST00000427061"
"394","ENSG00000234623","MOG","ENST00000434177"
"395","ENSG00000234623","MOG","ENST00000430264"
"396","ENSG00000234623","MOG","ENST00000414889"
"397","ENSG00000234623","MOG","ENST00000442629"
"398","ENSG00000234623","MOG","ENST00000417635"
"399","ENSG00000234623","MOG","ENST00000470893"
"400","ENSG00000234623","MOG","ENST00000497074"
"401","ENSG00000234623","MOG","ENST00000551175"
"402","ENSG00000236561","MOG","ENST00000447285"
"403","ENSG00000236561","MOG","ENST00000419309"
"404","ENSG00000236561","MOG","ENST00000417639"
"405","ENSG00000236561","MOG","ENST00000441138"
"406","ENSG00000236561","MOG","ENST00000419274"
"407","ENSG00000236561","MOG","ENST00000442244"
"408","ENSG00000236561","MOG","ENST00000457090"
"409","ENSG00000236561","MOG","ENST00000483865"
"410","ENSG00000236561","MOG","ENST00000470227"
"411","ENSG00000236561","MOG","ENST00000433500"
"412","ENSG00000236561","MOG","ENST00000438803"
"413","ENSG00000236561","MOG","ENST00000481712"
"414","ENSG00000236561","MOG","ENST00000472402"
"415","ENSG00000236561","MOG","ENST00000553111"
"416","ENSG00000237834","MOG","ENST00000488730"
"417","ENSG00000237834","MOG","ENST00000383525"
"418","ENSG00000237834","MOG","ENST00000439884"
"419","ENSG00000237834","MOG","ENST00000473784"
"420","ENSG00000237834","MOG","ENST00000383521"
"421","ENSG00000237834","MOG","ENST00000400671"
"422","ENSG00000237834","MOG","ENST00000444952"
"423","ENSG00000237834","MOG","ENST00000400669"
"424","ENSG00000237834","MOG","ENST00000412760"
"425","ENSG00000237834","MOG","ENST00000448816"
"426","ENSG00000237834","MOG","ENST00000421858"
"427","ENSG00000237834","MOG","ENST00000479627"
"428","ENSG00000237834","MOG","ENST00000494392"
"429","ENSG00000237834","MOG","ENST00000550849"
"430","ENSG00000198121","LPAR1","ENST00000374431"
"431","ENSG00000198121","LPAR1","ENST00000374430"
"432","ENSG00000198121","LPAR1","ENST00000358883"
"433","ENSG00000198121","LPAR1","ENST00000441240"
"434","ENSG00000198121","LPAR1","ENST00000541779"
"435","ENSG00000124920","MYRF","ENST00000537766"
"436","ENSG00000124920","MYRF","ENST00000278836"
"437","ENSG00000124920","MYRF","ENST00000265460"
"438","ENSG00000124920","MYRF","ENST00000389602"
"439","ENSG00000124920","MYRF","ENST00000536352"
"440","ENSG00000124920","MYRF","ENST00000537318"
"441","ENSG00000124920","MYRF","ENST00000546247"
"442","ENSG00000124920","MYRF","ENST00000539361"
"443","ENSG00000065361","ERBB3","ENST00000549282"
"444","ENSG00000065361","ERBB3","ENST00000549061"
"445","ENSG00000065361","ERBB3","ENST00000267101"
"446","ENSG00000065361","ERBB3","ENST00000411731"
"447","ENSG00000065361","ERBB3","ENST00000550869"
"448","ENSG00000065361","ERBB3","ENST00000551085"
"449","ENSG00000065361","ERBB3","ENST00000546884"
"450","ENSG00000065361","ERBB3","ENST00000551242"
"451","ENSG00000065361","ERBB3","ENST00000549672"
"452","ENSG00000065361","ERBB3","ENST00000415288"
"453","ENSG00000065361","ERBB3","ENST00000549472"
"454","ENSG00000065361","ERBB3","ENST00000546748"
"455","ENSG00000065361","ERBB3","ENST00000551176"
"456","ENSG00000065361","ERBB3","ENST00000549205"
"457","ENSG00000065361","ERBB3","ENST00000550828"
"458","ENSG00000065361","ERBB3","ENST00000550070"
"459","ENSG00000065361","ERBB3","ENST00000549644"
"460","ENSG00000065361","ERBB3","ENST00000553131"
"461","ENSG00000065361","ERBB3","ENST00000548709"
"462","ENSG00000065361","ERBB3","ENST00000549832"
"463","ENSG00000065361","ERBB3","ENST00000552691"
"464","ENSG00000108387","SEPT4","ENST00000583114"
"465","ENSG00000108387","SEPT4","ENST00000426861"
"466","ENSG00000108387","SEPT4","ENST00000580796"
"467","ENSG00000108387","SEPT4","ENST00000582270"
"468","ENSG00000108387","SEPT4","ENST00000579371"
"469","ENSG00000108387","SEPT4","ENST00000583273"
"470","ENSG00000108387","SEPT4","ENST00000317268"
"471","ENSG00000108387","SEPT4","ENST00000577440"
"472","ENSG00000108387","SEPT4","ENST00000457347"
"473","ENSG00000108387","SEPT4","ENST00000580844"
"474","ENSG00000108387","SEPT4","ENST00000317256"
"475","ENSG00000108387","SEPT4","ENST00000412945"
"476","ENSG00000108387","SEPT4","ENST00000584488"
"477","ENSG00000108387","SEPT4","ENST00000580809"
"478","ENSG00000108387","SEPT4","ENST00000577729"
"479","ENSG00000108387","SEPT4","ENST00000581615"
"480","ENSG00000108387","SEPT4","ENST00000578131"
"481","ENSG00000108387","SEPT4","ENST00000585170"
"482","ENSG00000108387","SEPT4","ENST00000583291"
"483","ENSG00000108387","SEPT4","ENST00000584789"
"484","ENSG00000108387","SEPT4","ENST00000581921"
"485","ENSG00000108387","SEPT4","ENST00000584528"
"486","ENSG00000108387","SEPT4","ENST00000580791"
"487","ENSG00000108387","SEPT4","ENST00000582248"
"488","ENSG00000108387","SEPT4","ENST00000580740"
"489","ENSG00000108387","SEPT4","ENST00000578747"
"490","ENSG00000108387","SEPT4","ENST00000581607"
"491","ENSG00000108387","SEPT4","ENST00000582976"
"492","ENSG00000108387","SEPT4","ENST00000393086"
"493","ENSG00000139737","SLAIN1","ENST00000422114"
"494","ENSG00000139737","SLAIN1","ENST00000466548"
"495","ENSG00000139737","SLAIN1","ENST00000446759"
"496","ENSG00000139737","SLAIN1","ENST00000442759"
"497","ENSG00000139737","SLAIN1","ENST00000488699"
"498","ENSG00000139737","SLAIN1","ENST00000377236"
"499","ENSG00000139737","SLAIN1","ENST00000267219"
"500","ENSG00000139737","SLAIN1","ENST00000465831"
"501","ENSG00000139737","SLAIN1","ENST00000441784"
"502","ENSG00000139737","SLAIN1","ENST00000462234"
"503","ENSG00000139737","SLAIN1","ENST00000496045"
"504","ENSG00000139737","SLAIN1","ENST00000474663"
"505","ENSG00000139737","SLAIN1","ENST00000481614"
"506","ENSG00000139737","SLAIN1","ENST00000358679"
"507","ENSG00000139737","SLAIN1","ENST00000418532"
"508","ENSG00000139737","SLAIN1","ENST00000314070"
"509","ENSG00000139737","SLAIN1","ENST00000351546"
"510","ENSG00000155886","SLC24A2","ENST00000341998"
"511","ENSG00000155886","SLC24A2","ENST00000286344"
"512","ENSG00000170775","GPR37","ENST00000303921"
"513","ENSG00000172508","CARNS1","ENST00000525907"
"514","ENSG00000172508","CARNS1","ENST00000529925"
"515","ENSG00000172508","CARNS1","ENST00000531040"
"516","ENSG00000172508","CARNS1","ENST00000531958"
"517","ENSG00000172508","CARNS1","ENST00000307823"
"518","ENSG00000172508","CARNS1","ENST00000531388"
"519","ENSG00000172508","CARNS1","ENST00000445895"
"520","ENSG00000227544","AC018647.3","ENST00000432866"
"521","ENSG00000227544","AC018647.3","ENST00000449644"
"522","ENSG00000227544","AC018647.3","ENST00000458087"
"523","ENSG00000227544","AC018647.3","ENST00000430518"
"524","ENSG00000227544","AC018647.3","ENST00000585952"
"525","ENSG00000150867","PIP4K2A","ENST00000376573"
"526","ENSG00000150867","PIP4K2A","ENST00000323883"
"527","ENSG00000150867","PIP4K2A","ENST00000474335"
"528","ENSG00000150867","PIP4K2A","ENST00000545335"
"529","ENSG00000150867","PIP4K2A","ENST00000604912"
"530","ENSG00000150867","PIP4K2A","ENST00000422321"
"531","ENSG00000150867","PIP4K2A","ENST00000432610"
"532","ENSG00000150867","PIP4K2A","ENST00000605011"
"533","ENSG00000237949","LINC00844","ENST00000432535"
"534","ENSG00000065809","FAM107B","ENST00000378470"
"535","ENSG00000065809","FAM107B","ENST00000181796"
