"","GENEID","SYMBOL","TXID"
"1","ENSG00000173391","OLR1","ENST00000309539"
"2","ENSG00000173391","OLR1","ENST00000544577"
"3","ENSG00000173391","OLR1","ENST00000543993"
"4","ENSG00000173391","OLR1","ENST00000545927"
"5","ENSG00000173391","OLR1","ENST00000432556"
"6","ENSG00000173391","OLR1","ENST00000536989"
"7","ENSG00000173391","OLR1","ENST00000539518"
"8","ENSG00000173391","OLR1","ENST00000538745"
"9","ENSG00000173391","OLR1","ENST00000339968"
"10","ENSG00000173391","OLR1","ENST00000538873"
"11","ENSG00000173391","OLR1","ENST00000543414"
"12","ENSG00000275302","CCL4","ENST00000615863"
"13","ENSG00000275302","CCL4","ENST00000621626"
"14","ENSG00000275302","CCL4","ENST00000613947"
"15","ENSG00000275824","CCL4","ENST00000617322"
"16","ENSG00000275824","CCL4","ENST00000610612"
"17","ENSG00000275824","CCL4","ENST00000631928"
"18","ENSG00000277943","CCL4","ENST00000621600"
"19","ENSG00000277943","CCL4","ENST00000613036"
"20","ENSG00000019582","CD74","ENST00000377795"
"21","ENSG00000019582","CD74","ENST00000353334"
"22","ENSG00000019582","CD74","ENST00000518797"
"23","ENSG00000019582","CD74","ENST00000524315"
"24","ENSG00000019582","CD74","ENST00000009530"
"25","ENSG00000019582","CD74","ENST00000523208"
"26","ENSG00000019582","CD74","ENST00000517752"
"27","ENSG00000019582","CD74","ENST00000522246"
"28","ENSG00000019582","CD74","ENST00000523813"
"29","ENSG00000019582","CD74","ENST00000523836"
"30","ENSG00000019582","CD74","ENST00000517791"
"31","ENSG00000019582","CD74","ENST00000522153"
"32","ENSG00000169508","GPR183","ENST00000376414"
"33","ENSG00000274221","CCL3","ENST00000616221"
"34","ENSG00000274221","CCL3","ENST00000633297"
"35","ENSG00000274221","CCL3","ENST00000633327"
"36","ENSG00000277632","CCL3","ENST00000613922"
"37","ENSG00000277632","CCL3","ENST00000614051"
"38","ENSG00000277632","CCL3","ENST00000613928"
"39","ENSG00000278567","CCL3","ENST00000613396"
"40","ENSG00000278567","CCL3","ENST00000631877"
"41","ENSG00000278567","CCL3","ENST00000631513"
"42","ENSG00000140678","ITGAX","ENST00000564308"
"43","ENSG00000140678","ITGAX","ENST00000268296"
"44","ENSG00000140678","ITGAX","ENST00000562918"
"45","ENSG00000140678","ITGAX","ENST00000567409"
"46","ENSG00000140678","ITGAX","ENST00000562522"
"47","ENSG00000140678","ITGAX","ENST00000571644"
"48","ENSG00000140678","ITGAX","ENST00000562138"
"49","ENSG00000276085","CCL3L3","ENST00000612839"
"50","ENSG00000276085","CCL3L3","ENST00000619989"
"51","ENSG00000276085","CCL3L3","ENST00000616702"
"52","ENSG00000277336","CCL3L3","ENST00000633588"
"53","ENSG00000277336","CCL3L3","ENST00000621940"
"54","ENSG00000277336","CCL3L3","ENST00000634179"
"55","ENSG00000277768","CCL3L3","ENST00000631715"
"56","ENSG00000277768","CCL3L3","ENST00000615140"
"57","ENSG00000277768","CCL3L3","ENST00000631909"
"58","ENSG00000090104","RGS1","ENST00000367459"
"59","ENSG00000090104","RGS1","ENST00000474373"
"60","ENSG00000090104","RGS1","ENST00000462589"
"61","ENSG00000090104","RGS1","ENST00000583155"
"62","ENSG00000090104","RGS1","ENST00000469578"
"63","ENSG00000090104","RGS1","ENST00000498352"
"64","ENSG00000038945","MSR1","ENST00000262101"
"65","ENSG00000038945","MSR1","ENST00000445506"
"66","ENSG00000038945","MSR1","ENST00000355282"
"67","ENSG00000038945","MSR1","ENST00000522672"
"68","ENSG00000038945","MSR1","ENST00000381998"
"69","ENSG00000038945","MSR1","ENST00000519060"
"70","ENSG00000038945","MSR1","ENST00000518960"
"71","ENSG00000038945","MSR1","ENST00000518026"
"72","ENSG00000038945","MSR1","ENST00000521876"
"73","ENSG00000038945","MSR1","ENST00000518343"
"74","ENSG00000038945","MSR1","ENST00000517522"
"75","ENSG00000038945","MSR1","ENST00000520846"
"76","ENSG00000038945","MSR1","ENST00000522130"
"77","ENSG00000038945","MSR1","ENST00000350896"
"78","ENSG00000115956","PLEK","ENST00000234313"
"79","ENSG00000115956","PLEK","ENST00000474788"
"80","ENSG00000171860","C3AR1","ENST00000307637"
"81","ENSG00000171860","C3AR1","ENST00000546241"
"82","ENSG00000125730","C3","ENST00000245907"
"83","ENSG00000125730","C3","ENST00000601475"
"84","ENSG00000125730","C3","ENST00000599899"
"85","ENSG00000125730","C3","ENST00000602229"
"86","ENSG00000125730","C3","ENST00000599668"
"87","ENSG00000125730","C3","ENST00000601008"
"88","ENSG00000125730","C3","ENST00000596548"
"89","ENSG00000125730","C3","ENST00000596179"
"90","ENSG00000125730","C3","ENST00000596238"
"91","ENSG00000125730","C3","ENST00000598805"
"92","ENSG00000125730","C3","ENST00000594005"
"93","ENSG00000125730","C3","ENST00000602053"
"94","ENSG00000125730","C3","ENST00000600763"
"95","ENSG00000125730","C3","ENST00000594270"
"96","ENSG00000125730","C3","ENST00000597442"
"97","ENSG00000125730","C3","ENST00000595577"
"98","ENSG00000125730","C3","ENST00000594936"
"99","ENSG00000125730","C3","ENST00000600744"
"100","LRG_27","C3","LRG_27t1"
"101","ENSG00000172243","CLEC7A","ENST00000353231"
"102","ENSG00000172243","CLEC7A","ENST00000534609"
"103","ENSG00000172243","CLEC7A","ENST00000529761"
"104","ENSG00000172243","CLEC7A","ENST00000298523"
"105","ENSG00000172243","CLEC7A","ENST00000396484"
"106","ENSG00000172243","CLEC7A","ENST00000304084"
"107","ENSG00000172243","CLEC7A","ENST00000465100"
"108","ENSG00000172243","CLEC7A","ENST00000349926"
"109","ENSG00000172243","CLEC7A","ENST00000533022"
"110","ENSG00000172243","CLEC7A","ENST00000531192"
"111","ENSG00000172243","CLEC7A","ENST00000528799"
"112","ENSG00000172243","CLEC7A","ENST00000310002"
"113","ENSG00000172243","CLEC7A","ENST00000525605"
"114","LRG_179","CLEC7A","LRG_179t1"
"115","ENSG00000118785","SPP1","ENST00000237623"
"116","ENSG00000118785","SPP1","ENST00000395080"
"117","ENSG00000118785","SPP1","ENST00000504310"
"118","ENSG00000118785","SPP1","ENST00000513981"
"119","ENSG00000118785","SPP1","ENST00000509334"
"120","ENSG00000118785","SPP1","ENST00000508233"
"121","ENSG00000118785","SPP1","ENST00000360804"
"122","ENSG00000118785","SPP1","ENST00000509659"
"123","ENSG00000118785","SPP1","ENST00000508002"
"124","ENSG00000118785","SPP1","ENST00000505146"
"125","ENSG00000118785","SPP1","ENST00000614857"
"126","ENSG00000115008","IL1A","ENST00000263339"
"127","ENSG00000138135","CH25H","ENST00000371852"
"128","ENSG00000073737","DHRS9","ENST00000602501"
"129","ENSG00000073737","DHRS9","ENST00000357546"
"130","ENSG00000073737","DHRS9","ENST00000428522"
"131","ENSG00000073737","DHRS9","ENST00000450153"
"132","ENSG00000073737","DHRS9","ENST00000421653"
"133","ENSG00000073737","DHRS9","ENST00000436483"
"134","ENSG00000073737","DHRS9","ENST00000412271"
"135","ENSG00000073737","DHRS9","ENST00000432060"
"136","ENSG00000125538","IL1B","ENST00000263341"
"137","ENSG00000125538","IL1B","ENST00000491056"
"138","ENSG00000125538","IL1B","ENST00000487639"
"139","ENSG00000125538","IL1B","ENST00000418817"
"140","ENSG00000125538","IL1B","ENST00000432018"
"141","ENSG00000125538","IL1B","ENST00000416750"
"142","ENSG00000125538","IL1B","ENST00000496280"
"143","ENSG00000125538","IL1B","ENST00000477398"
"144","ENSG00000135077","HAVCR2","ENST00000307851"
"145","ENSG00000135077","HAVCR2","ENST00000522593"
"146","ENSG00000135077","HAVCR2","ENST00000524219"
"147","ENSG00000135077","HAVCR2","ENST00000521665"
"148","ENSG00000135077","HAVCR2","ENST00000522902"
"149","ENSG00000135077","HAVCR2","ENST00000517358"
"150","ENSG00000112149","CD83","ENST00000379153"
"151","ENSG00000112149","CD83","ENST00000612003"
"152","ENSG00000108691","CCL2","ENST00000624362"
"153","ENSG00000108691","CCL2","ENST00000580907"
"154","ENSG00000108691","CCL2","ENST00000225831"
"155","ENSG00000108691","CCL2","ENST00000582017"
"156","ENSG00000140379","BCL2A1","ENST00000267953"
"157","ENSG00000140379","BCL2A1","ENST00000335661"
"158","ENSG00000081237","PTPRC","ENST00000367379"
"159","ENSG00000081237","PTPRC","ENST00000530727"
"160","ENSG00000081237","PTPRC","ENST00000442510"
"161","ENSG00000081237","PTPRC","ENST00000462363"
"162","ENSG00000081237","PTPRC","ENST00000367367"
"163","ENSG00000081237","PTPRC","ENST00000348564"
"164","ENSG00000081237","PTPRC","ENST00000367364"
"165","ENSG00000081237","PTPRC","ENST00000413409"
"166","ENSG00000081237","PTPRC","ENST00000529828"
"167","ENSG00000081237","PTPRC","ENST00000418674"
"168","ENSG00000081237","PTPRC","ENST00000427110"
"169","ENSG00000081237","PTPRC","ENST00000391970"
"170","ENSG00000081237","PTPRC","ENST00000484135"
"171","ENSG00000081237","PTPRC","ENST00000491302"
"172","ENSG00000262418","PTPRC","ENST00000573298"
"173","ENSG00000262418","PTPRC","ENST00000575923"
"174","ENSG00000262418","PTPRC","ENST00000573679"
"175","ENSG00000262418","PTPRC","ENST00000574399"
"176","ENSG00000262418","PTPRC","ENST00000576833"
"177","ENSG00000262418","PTPRC","ENST00000573477"
"178","ENSG00000262418","PTPRC","ENST00000570609"
"179","ENSG00000262418","PTPRC","ENST00000571847"
"180","ENSG00000262418","PTPRC","ENST00000574441"
"181","ENSG00000262418","PTPRC","ENST00000573971"
"182","ENSG00000262418","PTPRC","ENST00000572593"
"183","ENSG00000262418","PTPRC","ENST00000574718"
"184","ENSG00000262418","PTPRC","ENST00000570905"
"185","ENSG00000262418","PTPRC","ENST00000575803"
"186","ENSG00000204287","HLA-DRA","ENST00000395388"
"187","ENSG00000204287","HLA-DRA","ENST00000374982"
"188","ENSG00000206308","HLA-DRA","ENST00000383259"
"189","ENSG00000206308","HLA-DRA","ENST00000461633"
"190","ENSG00000206308","HLA-DRA","ENST00000383258"
"191","ENSG00000226260","HLA-DRA","ENST00000442960"
"192","ENSG00000226260","HLA-DRA","ENST00000482781"
"193","ENSG00000226260","HLA-DRA","ENST00000415767"
"194","ENSG00000227993","HLA-DRA","ENST00000383127"
"195","ENSG00000227993","HLA-DRA","ENST00000459705"
"196","ENSG00000227993","HLA-DRA","ENST00000434866"
"197","ENSG00000228987","HLA-DRA","ENST00000416883"
"198","ENSG00000228987","HLA-DRA","ENST00000481943"
"199","ENSG00000228987","HLA-DRA","ENST00000411505"
"200","ENSG00000230726","HLA-DRA","ENST00000414698"
"201","ENSG00000230726","HLA-DRA","ENST00000493431"
"202","ENSG00000230726","HLA-DRA","ENST00000418111"
"203","ENSG00000234794","HLA-DRA","ENST00000411524"
"204","ENSG00000234794","HLA-DRA","ENST00000498597"
"205","ENSG00000234794","HLA-DRA","ENST00000427753"
"206","ENSG00000277263","HLA-DRA","ENST00000613328"
"207","ENSG00000155307","SAMSN1","ENST00000400564"
"208","ENSG00000155307","SAMSN1","ENST00000400566"
"209","ENSG00000155307","SAMSN1","ENST00000285670"
"210","ENSG00000155307","SAMSN1","ENST00000463807"
"211","ENSG00000155307","SAMSN1","ENST00000493640"
"212","ENSG00000155307","SAMSN1","ENST00000619120"
"213","ENSG00000155926","SLA","ENST00000338087"
"214","ENSG00000155926","SLA","ENST00000427060"
"215","ENSG00000155926","SLA","ENST00000395352"
"216","ENSG00000155926","SLA","ENST00000517549"
"217","ENSG00000155926","SLA","ENST00000524345"
"218","ENSG00000155926","SLA","ENST00000517648"
"219","ENSG00000155926","SLA","ENST00000522119"
"220","ENSG00000155926","SLA","ENST00000523224"
"221","ENSG00000155926","SLA","ENST00000521823"
"222","ENSG00000155926","SLA","ENST00000519341"
"223","ENSG00000155926","SLA","ENST00000522002"
"224","ENSG00000155926","SLA","ENST00000518565"
"225","ENSG00000155926","SLA","ENST00000520106"
"226","ENSG00000155926","SLA","ENST00000522432"
"227","ENSG00000155926","SLA","ENST00000519504"
"228","ENSG00000155926","SLA","ENST00000518594"
"229","ENSG00000155926","SLA","ENST00000521302"
"230","ENSG00000155926","SLA","ENST00000523610"
"231","ENSG00000155926","SLA","ENST00000519747"
"232","ENSG00000155926","SLA","ENST00000519558"
"233","ENSG00000155926","SLA","ENST00000522946"
"234","ENSG00000155926","SLA","ENST00000517615"
"235","ENSG00000155926","SLA","ENST00000517932"
"236","ENSG00000143119","CD53","ENST00000271324"
"237","ENSG00000143119","CD53","ENST00000471220"
"238","ENSG00000143119","CD53","ENST00000476408"
"239","ENSG00000143119","CD53","ENST00000497404"
"240","ENSG00000143119","CD53","ENST00000464329"
"241","ENSG00000122862","SRGN","ENST00000462445"
"242","ENSG00000122862","SRGN","ENST00000242465"
"243","ENSG00000171659","GPR34","ENST00000378142"
"244","ENSG00000171659","GPR34","ENST00000378138"
"245","ENSG00000171659","GPR34","ENST00000620846"
"246","ENSG00000042980","ADAM28","ENST00000265769"
"247","ENSG00000042980","ADAM28","ENST00000523379"
"248","ENSG00000042980","ADAM28","ENST00000520448"
"249","ENSG00000042980","ADAM28","ENST00000437154"
"250","ENSG00000042980","ADAM28","ENST00000523440"
"251","ENSG00000042980","ADAM28","ENST00000518516"
"252","ENSG00000042980","ADAM28","ENST00000521110"
"253","ENSG00000042980","ADAM28","ENST00000521629"
"254","ENSG00000042980","ADAM28","ENST00000523236"
"255","ENSG00000042980","ADAM28","ENST00000518326"
"256","ENSG00000042980","ADAM28","ENST00000520665"
"257","ENSG00000042980","ADAM28","ENST00000518737"
"258","ENSG00000168329","CX3CR1","ENST00000399220"
"259","ENSG00000168329","CX3CR1","ENST00000435290"
"260","ENSG00000168329","CX3CR1","ENST00000412814"
"261","ENSG00000168329","CX3CR1","ENST00000541347"
"262","ENSG00000168329","CX3CR1","ENST00000542107"
"263","ENSG00000168329","CX3CR1","ENST00000358309"
"264","ENSG00000166927","MS4A7","ENST00000300184"
"265","ENSG00000166927","MS4A7","ENST00000534016"
"266","ENSG00000166927","MS4A7","ENST00000530614"
"267","ENSG00000166927","MS4A7","ENST00000530027"
"268","ENSG00000166927","MS4A7","ENST00000528808"
"269","ENSG00000166927","MS4A7","ENST00000530234"
"270","ENSG00000166927","MS4A7","ENST00000528500"
"271","ENSG00000166927","MS4A7","ENST00000528215"
"272","ENSG00000166927","MS4A7","ENST00000534310"
"273","ENSG00000166927","MS4A7","ENST00000528587"
"274","ENSG00000166927","MS4A7","ENST00000533849"
"275","ENSG00000166927","MS4A7","ENST00000358246"
"276","ENSG00000169313","P2RY12","ENST00000302632"
"277","ENSG00000169313","P2RY12","ENST00000468596"
"278","LRG_569","P2RY12","LRG_569t1"
"279","ENSG00000174125","TLR1","ENST00000510552"
"280","ENSG00000174125","TLR1","ENST00000505744"
"281","ENSG00000174125","TLR1","ENST00000502213"
"282","ENSG00000174125","TLR1","ENST00000505940"
"283","ENSG00000174125","TLR1","ENST00000515861"
"284","ENSG00000174125","TLR1","ENST00000506146"
"285","ENSG00000174125","TLR1","ENST00000508364"
"286","ENSG00000174125","TLR1","ENST00000509754"
"287","ENSG00000174125","TLR1","ENST00000508535"
"288","ENSG00000174125","TLR1","ENST00000308979"
"289","ENSG00000155659","VSIG4","ENST00000427538"
"290","ENSG00000155659","VSIG4","ENST00000374737"
"291","ENSG00000155659","VSIG4","ENST00000412866"
"292","ENSG00000155659","VSIG4","ENST00000455586"
"293","ENSG00000136167","LCP1","ENST00000398576"
"294","ENSG00000136167","LCP1","ENST00000469227"
"295","ENSG00000136167","LCP1","ENST00000494531"
"296","ENSG00000136167","LCP1","ENST00000416500"
"297","ENSG00000136167","LCP1","ENST00000442275"
"298","ENSG00000136167","LCP1","ENST00000460190"
"299","ENSG00000136167","LCP1","ENST00000323076"
"300","ENSG00000165168","CYBB","ENST00000378588"
"301","ENSG00000165168","CYBB","ENST00000492288"
"302","LRG_53","CYBB","LRG_53t1"
"303","ENSG00000176597","B3GNT5","ENST00000326505"
"304","ENSG00000176597","B3GNT5","ENST00000493370"
"305","ENSG00000176597","B3GNT5","ENST00000480551"
"306","ENSG00000176597","B3GNT5","ENST00000464191"
"307","ENSG00000176597","B3GNT5","ENST00000460419"
"308","ENSG00000176597","B3GNT5","ENST00000464923"
"309","ENSG00000176597","B3GNT5","ENST00000496270"
"310","ENSG00000176597","B3GNT5","ENST00000465010"
"311","ENSG00000176597","B3GNT5","ENST00000488301"
"312","ENSG00000176597","B3GNT5","ENST00000477699"
"313","ENSG00000176597","B3GNT5","ENST00000481531"
"314","ENSG00000176597","B3GNT5","ENST00000462559"
"315","ENSG00000114013","CD86","ENST00000469710"
"316","ENSG00000114013","CD86","ENST00000493101"
"317","ENSG00000114013","CD86","ENST00000330540"
"318","ENSG00000114013","CD86","ENST00000478390"
"319","ENSG00000114013","CD86","ENST00000483949"
"320","ENSG00000114013","CD86","ENST00000482356"
"321","ENSG00000114013","CD86","ENST00000393627"
"322","ENSG00000114013","CD86","ENST00000478741"
"323","ENSG00000114013","CD86","ENST00000264468"
"324","ENSG00000162511","LAPTM5","ENST00000294507"
"325","ENSG00000162511","LAPTM5","ENST00000464569"
"326","ENSG00000162511","LAPTM5","ENST00000476492"
"327","ENSG00000182578","CSF1R","ENST00000504875"
"328","ENSG00000182578","CSF1R","ENST00000286301"
"329","ENSG00000182578","CSF1R","ENST00000509861"
"330","ENSG00000182578","CSF1R","ENST00000515068"
"331","ENSG00000182578","CSF1R","ENST00000515239"
"332","ENSG00000182578","CSF1R","ENST00000513609"
"333","ENSG00000182578","CSF1R","ENST00000502660"
"334","ENSG00000182578","CSF1R","ENST00000511344"
"335","ENSG00000182578","CSF1R","ENST00000543093"
"336","ENSG00000137462","TLR2","ENST00000260010"
"337","ENSG00000066294","CD84","ENST00000368054"
"338","ENSG00000066294","CD84","ENST00000466767"
"339","ENSG00000066294","CD84","ENST00000368048"
"340","ENSG00000066294","CD84","ENST00000311224"
"341","ENSG00000066294","CD84","ENST00000368051"
"342","ENSG00000066294","CD84","ENST00000360056"
"343","ENSG00000066294","CD84","ENST00000368047"
"344","ENSG00000066294","CD84","ENST00000534968"
"345","ENSG00000173559","NABP1","ENST00000491331"
"346","ENSG00000173559","NABP1","ENST00000307834"
"347","ENSG00000173559","NABP1","ENST00000462712"
"348","ENSG00000173559","NABP1","ENST00000307849"
"349","ENSG00000173559","NABP1","ENST00000410026"
"350","ENSG00000173559","NABP1","ENST00000451500"
"351","ENSG00000173559","NABP1","ENST00000409510"
"352","ENSG00000173559","NABP1","ENST00000425611"
"353","ENSG00000173559","NABP1","ENST00000435931"
"354","ENSG00000173559","NABP1","ENST00000462824"
"355","ENSG00000173369","C1QB","ENST00000510260"
"356","ENSG00000173369","C1QB","ENST00000509305"
"357","ENSG00000173369","C1QB","ENST00000432749"
"358","ENSG00000173369","C1QB","ENST00000314933"
"359","LRG_23","C1QB","LRG_23t1"
"360","ENSG00000006747","SCIN","ENST00000341757"
"361","ENSG00000006747","SCIN","ENST00000297029"
"362","ENSG00000006747","SCIN","ENST00000417018"
"363","ENSG00000006747","SCIN","ENST00000436854"
"364","ENSG00000006747","SCIN","ENST00000523729"
"365","ENSG00000006747","SCIN","ENST00000518849"
"366","ENSG00000006747","SCIN","ENST00000519209"
"367","ENSG00000006747","SCIN","ENST00000486980"
"368","ENSG00000006747","SCIN","ENST00000473722"
"369","ENSG00000006747","SCIN","ENST00000476649"
"370","ENSG00000168384","HLA-DPA1","ENST00000374808"
"371","ENSG00000168384","HLA-DPA1","ENST00000480689"
"372","ENSG00000168384","HLA-DPA1","ENST00000429960"
"373","ENSG00000168384","HLA-DPA1","ENST00000441306"
"374","ENSG00000168384","HLA-DPA1","ENST00000414177"
"375","ENSG00000168384","HLA-DPA1","ENST00000480481"
"376","ENSG00000168384","HLA-DPA1","ENST00000488565"
"377","ENSG00000168384","HLA-DPA1","ENST00000432811"
"378","ENSG00000206291","HLA-DPA1","ENST00000383224"
"379","ENSG00000206291","HLA-DPA1","ENST00000481258"
"380","ENSG00000206291","HLA-DPA1","ENST00000428180"
"381","ENSG00000206291","HLA-DPA1","ENST00000437123"
"382","ENSG00000206291","HLA-DPA1","ENST00000441483"
"383","ENSG00000206291","HLA-DPA1","ENST00000483480"
"384","ENSG00000206291","HLA-DPA1","ENST00000474244"
"385","ENSG00000206291","HLA-DPA1","ENST00000439867"
"386","ENSG00000224103","HLA-DPA1","ENST00000415247"
"387","ENSG00000224103","HLA-DPA1","ENST00000486369"
"388","ENSG00000224103","HLA-DPA1","ENST00000414003"
"389","ENSG00000224103","HLA-DPA1","ENST00000439393"
"390","ENSG00000224103","HLA-DPA1","ENST00000425105"
"391","ENSG00000224103","HLA-DPA1","ENST00000497834"
"392","ENSG00000224103","HLA-DPA1","ENST00000484255"
"393","ENSG00000224103","HLA-DPA1","ENST00000448742"
"394","ENSG00000228163","HLA-DPA1","ENST00000422504"
"395","ENSG00000228163","HLA-DPA1","ENST00000472997"
"396","ENSG00000228163","HLA-DPA1","ENST00000455869"
"397","ENSG00000228163","HLA-DPA1","ENST00000452619"
"398","ENSG00000228163","HLA-DPA1","ENST00000456525"
"399","ENSG00000228163","HLA-DPA1","ENST00000495074"
"400","ENSG00000228163","HLA-DPA1","ENST00000494775"
"401","ENSG00000228163","HLA-DPA1","ENST00000427518"
"402","ENSG00000229685","HLA-DPA1","ENST00000454805"
"403","ENSG00000229685","HLA-DPA1","ENST00000436183"
"404","ENSG00000229685","HLA-DPA1","ENST00000484244"
"405","ENSG00000229685","HLA-DPA1","ENST00000423630"
"406","ENSG00000229685","HLA-DPA1","ENST00000486449"
"407","ENSG00000229685","HLA-DPA1","ENST00000437676"
"408","ENSG00000229685","HLA-DPA1","ENST00000475500"
"409","ENSG00000229685","HLA-DPA1","ENST00000442259"
"410","ENSG00000231389","HLA-DPA1","ENST00000419277"
"411","ENSG00000231389","HLA-DPA1","ENST00000479107"
"412","ENSG00000231389","HLA-DPA1","ENST00000437811"
"413","ENSG00000231389","HLA-DPA1","ENST00000453337"
"414","ENSG00000231389","HLA-DPA1","ENST00000476642"
"415","ENSG00000231389","HLA-DPA1","ENST00000463066"
"416","ENSG00000231389","HLA-DPA1","ENST00000417724"
"417","ENSG00000235844","HLA-DPA1","ENST00000443117"
"418","ENSG00000235844","HLA-DPA1","ENST00000485095"
"419","ENSG00000235844","HLA-DPA1","ENST00000419452"
"420","ENSG00000235844","HLA-DPA1","ENST00000447657"
"421","ENSG00000235844","HLA-DPA1","ENST00000439571"
"422","ENSG00000235844","HLA-DPA1","ENST00000463243"
"423","ENSG00000235844","HLA-DPA1","ENST00000480521"
"424","ENSG00000235844","HLA-DPA1","ENST00000413109"
"425","ENSG00000236177","HLA-DPA1","ENST00000515317"
"426","ENSG00000236177","HLA-DPA1","ENST00000511285"
"427","ENSG00000236177","HLA-DPA1","ENST00000453314"
"428","ENSG00000236177","HLA-DPA1","ENST00000515346"
"429","ENSG00000236177","HLA-DPA1","ENST00000512750"
"430","ENSG00000236177","HLA-DPA1","ENST00000514979"
"431","ENSG00000236177","HLA-DPA1","ENST00000502285"
"432","ENSG00000236177","HLA-DPA1","ENST00000448154"
"433","ENSG00000132965","ALOX5AP","ENST00000380490"
"434","ENSG00000132965","ALOX5AP","ENST00000479597"
"435","ENSG00000132965","ALOX5AP","ENST00000617770"
"436","ENSG00000122877","EGR2","ENST00000242480"
"437","ENSG00000122877","EGR2","ENST00000411732"
"438","ENSG00000122877","EGR2","ENST00000637191"
"439","ENSG00000122877","EGR2","ENST00000493899"
"440","ENSG00000122877","EGR2","ENST00000439032"
"441","LRG_239","EGR2","LRG_239t1"
"442","ENSG00000142583","SLC2A5","ENST00000377424"
"443","ENSG00000142583","SLC2A5","ENST00000487492"
"444","ENSG00000142583","SLC2A5","ENST00000377414"
"445","ENSG00000142583","SLC2A5","ENST00000484798"
"446","ENSG00000142583","SLC2A5","ENST00000474145"
"447","ENSG00000142583","SLC2A5","ENST00000479813"
"448","ENSG00000142583","SLC2A5","ENST00000486632"
"449","ENSG00000142583","SLC2A5","ENST00000487835"
"450","ENSG00000142583","SLC2A5","ENST00000464985"
"451","ENSG00000142583","SLC2A5","ENST00000473209"
"452","ENSG00000171051","FPR1","ENST00000595042"
"453","ENSG00000171051","FPR1","ENST00000304748"
"454","ENSG00000171051","FPR1","ENST00000600815"
"455","ENSG00000171051","FPR1","ENST00000594900"
"456","LRG_146","FPR1","LRG_146t1"
"457","ENSG00000107099","DOCK8","ENST00000469197"
"458","ENSG00000107099","DOCK8","ENST00000524396"
"459","ENSG00000107099","DOCK8","ENST00000432829"
"460","ENSG00000107099","DOCK8","ENST00000454469"
"461","ENSG00000107099","DOCK8","ENST00000479404"
"462","ENSG00000107099","DOCK8","ENST00000487230"
"463","ENSG00000107099","DOCK8","ENST00000382341"
"464","ENSG00000107099","DOCK8","ENST00000483757"
"465","ENSG00000107099","DOCK8","ENST00000478380"
"466","ENSG00000107099","DOCK8","ENST00000469391"
"467","ENSG00000107099","DOCK8","ENST00000495184"
"468","ENSG00000107099","DOCK8","ENST00000474772"
"469","ENSG00000107099","DOCK8","ENST00000382331"
"470","ENSG00000107099","DOCK8","ENST00000382329"
"471","ENSG00000107099","DOCK8","ENST00000493666"
"472","ENSG00000107099","DOCK8","ENST00000462618"
"473","ENSG00000107099","DOCK8","ENST00000453981"
"474","LRG_196","DOCK8","LRG_196t1"
"475","ENSG00000163219","ARHGAP25","ENST00000463483"
"476","ENSG00000163219","ARHGAP25","ENST00000481684"
"477","ENSG00000163219","ARHGAP25","ENST00000491237"
"478","ENSG00000163219","ARHGAP25","ENST00000409202"
"479","ENSG00000163219","ARHGAP25","ENST00000456116"
"480","ENSG00000163219","ARHGAP25","ENST00000467265"
"481","ENSG00000163219","ARHGAP25","ENST00000485573"
"482","ENSG00000163219","ARHGAP25","ENST00000488795"
"483","ENSG00000163219","ARHGAP25","ENST00000463061"
"484","ENSG00000163219","ARHGAP25","ENST00000485700"
"485","ENSG00000163219","ARHGAP25","ENST00000496266"
"486","ENSG00000163219","ARHGAP25","ENST00000409030"
"487","ENSG00000163219","ARHGAP25","ENST00000409220"
"488","ENSG00000163219","ARHGAP25","ENST00000473986"
"489","ENSG00000163219","ARHGAP25","ENST00000497079"
"490","ENSG00000163219","ARHGAP25","ENST00000497259"
"491","ENSG00000163219","ARHGAP25","ENST00000479844"
"492","ENSG00000162711","NLRP3","ENST00000391828"
"493","ENSG00000162711","NLRP3","ENST00000336119"
"494","ENSG00000162711","NLRP3","ENST00000348069"
"495","ENSG00000162711","NLRP3","ENST00000366496"
"496","ENSG00000162711","NLRP3","ENST00000474792"
"497","ENSG00000162711","NLRP3","ENST00000391827"
"498","ENSG00000162711","NLRP3","ENST00000532083"
"499","ENSG00000162711","NLRP3","ENST00000366497"
"500","LRG_197","NLRP3","LRG_197t1"
"501","ENSG00000073849","ST6GAL1","ENST00000169298"
"502","ENSG00000073849","ST6GAL1","ENST00000463542"
"503","ENSG00000073849","ST6GAL1","ENST00000487031"
"504","ENSG00000073849","ST6GAL1","ENST00000455441"
"505","ENSG00000073849","ST6GAL1","ENST00000427315"
"506","ENSG00000073849","ST6GAL1","ENST00000468614"
"507","ENSG00000073849","ST6GAL1","ENST00000458216"
"508","ENSG00000073849","ST6GAL1","ENST00000430309"
"509","ENSG00000073849","ST6GAL1","ENST00000417392"
"510","ENSG00000073849","ST6GAL1","ENST00000438590"
"511","ENSG00000073849","ST6GAL1","ENST00000448408"
"512","ENSG00000073849","ST6GAL1","ENST00000485105"
"513","ENSG00000073849","ST6GAL1","ENST00000440338"
"514","ENSG00000073849","ST6GAL1","ENST00000448044"
"515","ENSG00000073849","ST6GAL1","ENST00000416235"
"516","ENSG00000073849","ST6GAL1","ENST00000423451"
